_name_,_date_,_ageGroup_,_sex_,_userCategory_,_loyality_,_conditionInfo_,_Satisfaction_,_Effectiveness_,_EaseofUse_,_helpful_,_comment_
lucy,5/8/2013 1:41,(35-44),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,17,Great for my adult ADHD....used to be on Strattera for over 1 yr before my psychiatrist finally switched me to Adderall (i only take generic blue pills & works fine)~~my life has changed over 100% since.
MollyGordy,5/5/2013 22:16,(45-54),Female,Patient,1 to 6 months,Other,5,5,5,12,I was having trouble organizing my thoughts and tasks. I would start one thing then stop that and start something else....finishing neither task. I became very fidgety and also lethargic as well. My thought process was chaotic. My husband had passed away in January of 2013 and along with the grief from my loss  I also experienced deeper depression. There were things I wanted to do and things I NEEDED to do and just couldn't muster up the energy to do anything. There were many days that I didn't feel like getting dressed  washing up  brushing my teeth or even leaving the house. I also had the added task of finding a job. I remained unemployed during the time of my husband's sickness until his death-about 10 months. I couldn't even MAKE myself do anything! And that was depressing in itself. My doctor tried me on Adderall and it was a godsend! I was up and showered and dressed every morning  got caught up on housework  began the job hunt and became more social. I hope she never takes me off of it!
Oribhabor,5/5/2013 21:09,(45-54),Female,Patient,1 to 6 months,Other,5,4,5,7,I was on Ritalin for 10 years before I switched to this drug. This adderall has changed my life. Except for little muscle twitches in my eyelids  I have no side effects. I can now concentrate and work for an hour or more without being distracted. I wish I would have had this years ago in college. I am 50 and am finally loving my life.
IAMAOK68,5/3/2013 12:37,(7-12),Female,Caregiver,1 to 6 months,Attention Deficit Disorder with Hyperactivity,1,1,1,4,my grandson takes this and was already skinny and now he wont eat and is much skinner.  What do you suggest?
pejewins,4/29/2013 22:34,(35-44),Male,Patient,6 months to less than 1 year,Attention Deficit Disorder with Hyperactivity,5,5,5,2,
Ryan,4/23/2013 5:18,(25-34),Male,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,5,5,5,12,It feels like I got a purpose when take them thourgh out the day helps me concentrate to get things done.
C.J.,4/22/2013 19:31,(55-64),Female,Patient,5 to less than 10 years,Other,5,5,5,10,I have chronic Fitigue Syndrome and im going back on it now at sixty years old I suppose I dont need to worry over it but I do have a heart problem...Even so I cannot live this exhausted...well it works so...ok
anti658,4/19/2013 21:07,(45-54),Female,Patient,6 months to less than 1 year,Other,5,5,5,6,works great to eliminate all my symptoms  I take one half of a 20 mg pill in the a.m  and then if I feel symptoms coming around I will take the other half after lunch.
will1794,4/18/2013 18:43,(19-24),Male,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,4,4,5,4,WORKS GREAT FOR MY ADD
nebdy,4/15/2013 19:09,(45-54),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,4,4,5,2,
,4/14/2013 8:27,(7-12),Female,Caregiver,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,4,4,5,1,
,4/8/2013 19:32,(45-54),Female,Patient,less than 1 month,Attention Deficit Disorder with Hyperactivity,5,5,5,1,I get sleepy after I take it  but it works on me very well.
,4/8/2013 12:39,(13-18),Female,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,2,3,5,12,I only took adderall for about four months before I had to stop. It worked wonders of my focus is school and controlled my hyperactivity really well for the most part  but the side effects were just too much. Heart palpitations  no appetite whatsoever and nausea  but the worst by far was the anxiety. I would have four or five panic attacks a week just from tiny things like homework  and it drove me crazy. I ended up switching medications a couple months ago  and I'm doing much better now. These meds work great but DO NOT take them if you have a fast heart rate to begin with or are already prone to worrying/anxiety.
Onslo,4/8/2013 8:24,(45-54),Male,Patient,5 to less than 10 years,Attention Deficit Disorder with Hyperactivity,4,5,5,35,Wonder drug ! I wish I had it when I was in school. I was labeled as a problem kid. Lazy   always  in trouble. In the remedial classes in most subjects. Could not pay attention to things that were not interesting to me. Age 44 is when I was given my first dose of adderall. My kids were taking it for ADD. My doctor was treating me with anti depressants with no real results. He gave me a simple test to take in his office. Switched me to adderall to see if things in my life improved. With in just a few days I noticed Hugh improvements in my life. I was able to do things that I could never do before. Like understanding what I had just read  being able to focus on things that were always a challenge to me so I avoided them. I could understand new concepts and enjoyed learning for the first time in my life. Before I struggled with following basic instructions and would get frustrated and just give up.  For me it was a new life that I could enjoy and be present and be part of things I was scared to get involved in. For fear that others would think I was slow or challenged. Adderall change my whole life for the better. I wonder where I would be today if I had been given this drug in my early school years. I own a very successfully catering business and I'm happy with my life. I will always wonder what I could have accomplished if I was given the right treatment when I was in school.
peach,4/1/2013 7:35,(45-54),Female,None,None,Attention Deficit Disorder with Hyperactivity,4,4,4,7,been on it 1 week for severe untreatable depression.  has been working great.
Christine Tobey,3/26/2013 14:58,(45-54),Female,Patient,2 to less than 5 years,Attention Deficit Disorder with Hyperactivity,5,5,5,15,"I have been on Adderall for about 2 years nows due to a decrease in mental ability to what I call""  Mentally Keep Up"".  As a nurse working nights on a very busy floor that I truly Love & Self Employed Auto Dealership    I became more & more scatter brained & stressed due to the inability to stay focused.  Adderall has made life so much better  in that I can focus & get things done as I once did with out all the stress & un organized state of mind.  It has not caused me to have weight loss  infact I have gained & maintain with difficulty to loose weight.  I sleep well when I do sleep & it is just such a miracle drug for me.  I notice when I have taken vacations from it   I can not think for myself & I can NOT stay still long enough  when trying to sit at my desk to get work done.   I am very concerned about the ability to get COMPLETELY off this drug & function as I should.  Haven't got that far yet but will surely let you know when or if I do.   Important need of Adderral for me is that is slows me down MENTALLY so that I can properly function & think as I should in orders to focus & concentrate on very important & large amounts of work.  I was told by my doctor I was a TRUE canidate for this drug & I must agree.  I have Never been on any medication in my life.  This is the first & I am 51 years old."
jose,3/26/2013 7:33,(3-6),,Patient,1 to 6 months,Attention Deficit Disorder with Hyperactivity,2,3,2,0,pido una caja deadderall pues estoy entrartamiento si espisible llevo años con esta enfremedad lo cualsi lorecibo les estrae agradecido un saludo
MoonDanceFaerie,3/25/2013 12:34,(55-64),Female,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,5,5,5,8,I started adderall 1yr ago and it has changed my life.I take 40 mgs daily.I was in bed and in my home going nowhere I suffer from depression and anxiety and chronic pain also ADD Ihave been on pain meds anxiety and depression meds also I found out thru taking adderal i am normal Ican focus and follow thru with things I go out into the real world. Im out of the house after being in there so long.Thru complications Iam now seeking a doctor that will prescribe this med. Ihave sunk back into severe depression and chronic pain is taking over my life once again. i am permantly disabled I suffer from diabetes w diabetic neuropathy  degenerative bone disease fibromyalgia depressin &anxiety& im back to where I was 1 yr ago. If there is anyone out there that can help me get back to normal please help me find a M.D.so he or she can see that i need this med I DO NOT abuse meds in any way. Im scared of what my life will be w/o this. those who know me have seen an incredible change. Ijust want to be normal. This is a cry for help with nowhere to turn. pls contact me Ihave medicare and medicaid do not contact me unless you are a M.D.orPhsyciatrist.My life is on hold until I get help.I can become jst another statistic unless treated.
catelyn,3/22/2013 8:51,(19-24),Female,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,4,4,4,11,"My doctor put me on this medication about a year and a half ago. In the beginning it had improved my attention span majorly  and I was able to concentrate for much longer periods of time without letting my thoughts distract me. I started noticing that after taking it for awhile it was not working as well as it did at first because I was becoming more tolerant to it  this meant I had to increase my dose. I try to give myself a ""medication vacation"" at least one day a week  usually a lazy day  but i noticed now when i dont take it  I literally cannot function well at all  all I want to do is lay in bed all day. This medication has also caused me to lose over 50 pounds in about 10 months because my appetite decreased so much from it. Now I am down to about 105 pounds and I am a 23 year old female about 5'5""  so this is defintely not a healthy weight for me. So I would say this medication definitely has its pros and cons. I guess it depends on the person."
Girl,3/20/2013 4:25,(19-24),Female,Patient,10 years or more,Other,4,5,4,1,
,3/17/2013 15:20,(45-54),,Patient,1 to less than 2 years,Attention Deficit Disorder with Hyperactivity,4,5,3,5,"This drug has allowed me function more normally.  I am much more focused  and able to concentrate on what people are saying.  In addition to intellectual improvement  it has improved my atheletic performances!!  It allows me to better concentrate and assimulate what the coaches are saying to me.  Then  while I am doing an atheletic activity  I am better able to concentrate on what I am doing without my mind wondering.  

Also  I seem to be much better at focusing on multiple body parts at the same time.  It use to be that if I focused on what my arms were doing  I would skrew up with my legs and vice-versa.  Now I seem to be able to think about what I am doing with my arms  legs  shoulders etc etc all at the same time.  I feel so much better coordinated."
